time_utc,CallSign,ShipName,Type,ImoNumber,MMSI,latitude,longitude,Destination,FixType,Dimension A,Dimension B,Dimension C,Dimension D,MaximumStaticDraught,MessageID
2023-12-09 08:22:00.47545937 +0000 UTC,4XDA9,HADERA,52,9891725,428000407,32.47269166666667,34.88322,HADERA PORT,1,8,23,8,8,4.8,5
2023-12-09 08:22:04.588199493 +0000 UTC,5VIC8,SYMPHONY,70,7810222,671290100,31.821851666666664,34.63655666666667,IL ASH,1,0,0,0,0,6.7,5
2023-12-09 08:22:07.477212792 +0000 UTC,T8A4046,VASSILIKO,70,8914130,511100835,31.828500000000002,34.64545666666667,ASHDOD ISRAEL,15,110,17,14,2,7.9,5
2023-12-09 08:22:11.726737958 +0000 UTC,V7NL5,NOR NAOMI,92,9689251,538007432,34.648379999999996,33.016075,LIMASSOL,1,19,67,4,16,5.6,5
2023-12-09 08:22:20.076820046 +0000 UTC,3E2292,MEDKON CANAKKALE,79,9341964,352002364,31.82261833333333,34.64233,ILASH,1,117,12,11,10,6.5,5
2023-12-09 08:22:48.438888266 +0000 UTC,9LU2251,DEBBIE,70,9128415,667001448,31.82861,34.641955,IL ASH,1,90,17,7,9,7.8,5
2023-12-09 08:22:55.620721787 +0000 UTC,4XFY,KESARIA,52,9667916,428045000,32.47273666666667,34.88287833333333,HADERA PORT,1,10,22,3,9,4.2,5
2023-12-09 08:23:04.477673025 +0000 UTC,TJM4G3,CORAL C,70,8911413,613226010,31.825566666666667,34.644506666666665,IL ASH,15,0,0,0,0,4,5
2023-12-09 08:23:06.144448133 +0000 UTC,5BRC4,P&O TROODOS,52,9338175,212872000,34.65040833333333,33.0227,LIMASOL,1,14,16,6,5,4,5
2023-12-09 08:23:06.42372658 +0000 UTC,T2QR4,SOLARIS,0,9586203,572705210,34.67738666666666,33.063255,CYLMS,1,10,27,3,9,4,5
2023-12-09 08:23:09.559421733 +0000 UTC,ZGQN,SUN,90,9232694,319234300,34.647425,33.02326333333333,LIMASSOL,1,24,74,4,14,4.2,5
2023-12-09 08:23:16.55122114 +0000 UTC,P3MJ8,SKY,59,9130755,212858000,34.646118333333334,33.0079,CY LMS,1,16,74,11,11,4.1,5
2023-12-09 08:23:21.346529895 +0000 UTC,CRXN,EDT AUGUSTA,52,9448190,255977000,34.64530166666667,33.00967,CYLMS,1,0,0,0,0,5,5
2023-12-09 08:23:31.642486034 +0000 UTC,9HA5678,LE VERSEAU,37,8356833,256060000,34.665415,33.04199166666667,LIMASSOL,15,20,20,5,5,2.6,5
2023-12-09 08:23:35.446047137 +0000 UTC,4XFW,DANCHOR VI,52,9530383,428068000,31.824226666666668,34.64518333333333,ASHDOD PORT,15,16,16,6,6,5,5
2023-12-09 08:23:53.702260246 +0000 UTC,5BLV2,EDT ZENON,52,9315977,212541000,34.645405,33.00971,LIMASSOL,1,7,21,2,7,2.4,5
2023-12-09 08:24:04.434834952 +0000 UTC,XCAN5,ADMIRAL,31,9421582,345050010,34.673575,33.06624,,1,8,30,6,4,0,5
2023-12-09 08:24:05.41825951 +0000 UTC,5BFB3,EDT LEON,91,9575400,209343000,34.64510666666667,33.00902333333333,LIMASSOL,0,18,32,5,5,2.4,5
2023-12-09 08:24:10.220817083 +0000 UTC,GDSA,NAVAL AUXILIARY A135,34,7822550,233303000,34.65244666666667,33.016783333333336,,1,21,154,24,6,0,5
2023-12-09 08:24:11.82161368 +0000 UTC,PILOTB2,PILOT B 2,50,0,428009070,31.83076833333333,34.64164666666667,ASHDOD,1,12,4,2,3,2,5
2023-12-09 08:24:13.528596798 +0000 UTC,TBA3609,SEA STAR LINDOS,60,8911360,511100460,36.62298333333333,29.105050000000002,RH0DES,1,30,8,5,4,1.6,5
2023-12-09 08:24:15.347355174 +0000 UTC,3E5051,BEOL,37,1010375,352002749,34.64584,33.0076,LIMASSOL,1,29,31,6,4,3.5,5
2023-12-09 08:24:15.816848633 +0000 UTC,V7JU2,MILA,70,9316220,538002973,31.826683333333335,34.641666666666666,IL ASH,1,162,28,20,12,12.9,5
2023-12-09 08:24:23.988993005 +0000 UTC,5BKE4,OLVIA,80,9523469,212717000,31.845695,34.617625,ASHDOD,15,73,27,15,3,6.6,5
2023-12-09 08:24:24.300930753 +0000 UTC,9HA5679,EXINITY,37,0,256081000,34.665355,33.04174666666667,LIMASSOL MARINA,15,10,30,6,3,2.1,5
2023-12-09 08:24:25.330233987 +0000 UTC,9HA4821,SEVANNA,37,0,248823000,34.665243333333336,33.041338333333336,LIMASSOL CYPRUS,1,26,16,2,6,2.5,5
2023-12-09 08:24:33.82539637 +0000 UTC,5LKX6,ATLAS STAR,89,9376828,636022888,31.847648333333332,34.58194833333334,ALEXANDRIA FOR ORDER,1,156,27,21,6,7.5,5
2023-12-09 08:24:36.852745714 +0000 UTC,P3ES7,EDT ARGONAUT,52,7810131,212230000,34.645044999999996,33.009881666666665,LIMASSOL,1,9,33,6,3,3.7,5
2023-12-09 08:24:54.325866635 +0000 UTC,P3CQ9,PETSAS I,0,0,209352000,34.66446833333334,33.029693333333334,,15,0,0,0,0,0,5
2023-12-09 08:25:06.397153112 +0000 UTC,D5TK5,CHEM LITHIUM,80,9815252,636019201,27.490166666666667,34.952999999999996,FOR ORDERS,1,130,17,12,12,7.9,5
2023-12-09 08:25:06.659289797 +0000 UTC,5BER6,P&O KALYPSO,52,9965239,209166000,34.65138666666667,33.021483333333336,LIMASSOL,1,11,11,5,6,5,5
2023-12-09 08:25:09.21957285 +0000 UTC,V7A4317,ENERGEAN STAR,70,9677935,538009102,34.67131833333334,33.076393333333336,LIMASSOL,1,14,74,9,10,5.3,5
2023-12-09 08:25:15.529950951 +0000 UTC,5BHA4,LEDRA PRIDE,52,8028503,210588000,34.64506166666667,33.01780333333333,CYLIM,1,10,32,3,7,5.5,5
2023-12-09 08:25:22.835245058 +0000 UTC,5VIC8,SYMPHONY,70,7810222,671290100,31.82183,34.636608333333335,IL ASH,1,68,13,8,3,6.7,5
2023-12-09 08:25:23.43183377 +0000 UTC,ZGQA5,VICTORIOUS,90,1009912,319222400,36.644765,29.109468333333332,FETHIYE,1,40,45,7,7,4.4,5
2023-12-09 08:25:28.396112611 +0000 UTC,A8YK4,IVORY RAY,80,9505986,636015074,23.898333333333333,37.42666666666666,FOR ORDERS,1,136,10,24,0,0,5
2023-12-09 08:25:34.390385886 +0000 UTC,J5AG2,SEA STAR TILOS,68,8921913,630001049,36.622701666666664,29.105185,CESME-FETHIYE,15,25,10,6,6,2.5,5
2023-12-09 08:25:38.530701882 +0000 UTC,9LU2251,DEBBIE,70,9128415,667001448,31.82858666666667,34.64198333333333,IL ASH,0,90,17,7,9,7.8,5
2023-12-09 08:25:40.193759422 +0000 UTC,5BWL3,EDT YAM,33,8120583,212212000,31.827511666666666,34.644528333333334,ASHDOD / IL,1,60,16,8,7,3.2,5
2023-12-09 08:25:44.694954829 +0000 UTC,PCPS,CONQUEST MB1,90,0,244810178,34.64506666666667,33.014266666666664,LIMASSOL,1,12,124,13,23,4.1,5
2023-12-09 08:25:46.475820426 +0000 UTC,A8XI6,AEGEAS,89,9315800,636014902,34.69735,33.3604,GRAGT>CYVAS,1,150,32,10,17,7.8,5
2023-12-09 08:25:47.199557674 +0000 UTC,9HGO7,MV SEAVENUS,70,9205940,215209000,31.820453333333333,34.57349833333333,ASHDOD,15,163,27,18,14,11.7,5
2023-12-09 08:25:53.723856723 +0000 UTC,3FGK4,REGINA MED,70,8100777,353822000,31.829031666666666,34.64392,ILASH,1,80,20,10,7,7,5
2023-12-09 08:25:58.714540977 +0000 UTC,4XFR,MAORA 1,52,9132583,428000112,32.4726,34.88375,HADERA PORT,1,11,22,8,3,4.3,5
2023-12-09 08:26:10.524798774 +0000 UTC,CQIZ3,MSC MASHA 3,71,9188219,255806109,34.647598333333335,33.01318166666667,LIMASSOL,1,151,33,23,7,9.7,5
2023-12-09 08:26:17.659730378 +0000 UTC,P3ZM4,EAS,52,7403146,209005000,34.64499333333333,33.00889166666666,CYPRUS.OFFSHORE,6,12,50,6,7,5,5
2023-12-09 08:26:25.615758003 +0000 UTC,V2YD4,IRIS,40,9103776,305384000,36.622370000000004,29.105271666666667,RODOS,1,14,10,4,4,0,5
2023-12-09 08:26:38.253506579 +0000 UTC,CRXR,EDT AURORA,52,9577238,255979000,34.64518833333333,33.00917166666667,CY LMS,1,13,19,6,6,5,5
2023-12-09 08:26:40.471586738 +0000 UTC,LFXV,ISLAND VICTORY,52,9745615,257073920,34.64626333333333,33.021856666666665,LIMASSOL,1,44,80,11,14,8.1,5
2023-12-09 08:26:41.602929781 +0000 UTC,3FUD,KAZIME ANA,79,8420359,371343000,31.822349999999997,34.63648333333333,ILASH,1,15,100,8,8,7.4,5
2023-12-09 08:26:46.525443638 +0000 UTC,DRAD,UN WARSHIP F222,35,0,211920000,34.65161666666667,33.02268333333333,-,6,54,96,9,10,6.2,5
2023-12-09 08:26:47.272361286 +0000 UTC,J8B3389,ZAYYAN K,70,7394321,375369000,31.82784333333333,34.646946666666665,ASHDOD (IL),1,63,18,6,9,7.1,5
2023-12-09 08:26:51.933645457 +0000 UTC,,ASHDOD PORT,0,0,4282000,31.831084999999998,34.640076666666666,,1,191,45,22,10,0,5
2023-12-09 08:27:05.598388377 +0000 UTC,9LU2251,DEBBIE,70,9128415,667001448,31.82858666666667,34.64198333333333,IL ASH,1,90,17,7,9,7.8,5
2023-12-09 08:27:05.813382234 +0000 UTC,T8A3527,BENIGANE,70,9455600,511100389,31.826990000000002,34.645936666666664,IL/ASH,15,118,12,7,13,9,5
2023-12-09 08:27:09.635423426 +0000 UTC,V3OJ,HOLMA,33,7333327,312349000,34.64523,33.01007,HERZLIYA MARINA,1,29,11,3,6,3,5
2023-12-09 08:27:22.717446128 +0000 UTC,2FFX6,LERRIX,80,9599377,235090927,31.827288333333335,34.64758500000001,ASHDOD,1,43,10,6,4,3,5
2023-12-09 08:27:28.849198345 +0000 UTC,6BBI,EGY CROWN,79,9216107,622113180,34.66675166666666,33.07823333333333,CYLMS ANCHORAGE AREA,0,120,20,20,30,9.5,5
2023-12-09 08:27:29.28023423 +0000 UTC,SVSV7,CHRISTOS LV,52,9371464,241776000,34.66883333333333,33.05155,CYLMS,1,56,0,8,8,4.6,5
2023-12-09 08:27:29.343173925 +0000 UTC,P3WS9,ISLAND CHALLENGER,80,8711863,210595000,34.647439999999996,33.013315,CY LIM,1,54,23,4,10,4.2,5
2023-12-09 08:27:36.26973621 +0000 UTC,ZDRC6,SEASTAR VENTURE,70,9612155,236723000,31.82087166666667,34.64253166666666,ILASH,1,149,28,20,8,5.8,5
2023-12-09 08:27:42.419836326 +0000 UTC,TCA3829,KIYEM 5,51,0,271044343,36.62477666666667,29.103703333333332,FETHIYE,1,11,12,3,3,2.2,5
2023-12-09 08:27:54.574244083 +0000 UTC,YJTK3,DEMAREST TIDE,90,9608740,577171000,34.655168333333336,33.01940333333333,LIMASSOL,1,24,64,9,10,5,5
2023-12-09 08:28:07.822671386 +0000 UTC,T8A4046,VASSILIKO,70,8914130,511100835,31.82851833333333,34.64545333333333,ASHDOD ISRAEL,15,110,17,14,2,7.9,5
2023-12-09 08:28:11.709169692 +0000 UTC,V7NL5,NOR NAOMI,92,9689251,538007432,34.64841333333333,33.01612,LIMASSOL,1,19,67,4,16,5.6,5
2023-12-09 08:28:16.679513611 +0000 UTC,9LU2251,DEBBIE,70,9128415,667001448,31.828483333333335,34.641933333333334,IL ASH,0,90,17,7,9,7.8,5
2023-12-09 08:28:21.218526663 +0000 UTC,3E2292,MEDKON CANAKKALE,79,9341964,352002364,31.822623333333336,34.64233166666667,ILASH,1,117,12,11,10,6.5,5
2023-12-09 08:28:27.263868081 +0000 UTC,TJM0132,ISKENDERUN,69,8009064,613871403,35.125056666666666,33.946960000000004,MAGOSA,1,85,37,11,10,5.1,5
2023-12-09 08:29:09.49437251 +0000 UTC,TJM4G3,CORAL C,70,8911413,613226010,31.825566666666667,34.644506666666665,IL ASH,15,0,0,0,0,4,5
2023-12-09 08:29:11.603709544 +0000 UTC,5BRC4,P&O TROODOS,52,9338175,212872000,34.64969833333334,33.02302,LIMASOL,1,14,16,6,5,4,5
2023-12-09 08:29:13.437188331 +0000 UTC,ZGQN,SUN,90,9232694,319234300,34.647391666666664,33.02327,LIMASSOL,1,24,74,4,14,4.2,5
2023-12-09 08:29:17.478109618 +0000 UTC,P3MJ8,SKY,59,9130755,212858000,34.64612666666667,33.007905,CY LMS,1,16,74,11,11,4.1,5
2023-12-09 08:29:19.484425895 +0000 UTC,CRXN,EDT AUGUSTA,52,9448190,255977000,34.645284999999994,33.00967,CYLMS,1,0,0,0,0,5,5
2023-12-09 08:29:32.203643667 +0000 UTC,9HA5678,LE VERSEAU,37,8356833,256060000,34.665435,33.04195166666667,LIMASSOL,15,20,20,5,5,2.6,5
2023-12-09 08:29:35.219054194 +0000 UTC,4XFW,DANCHOR VI,52,9530383,428068000,31.824268333333336,34.64517333333333,ASHDOD PORT,15,16,16,6,6,5,5
2023-12-09 08:29:54.876805837 +0000 UTC,5BLV2,EDT ZENON,52,9315977,212541000,34.64541666666666,33.009703333333334,LIMASSOL,1,7,21,2,7,2.4,5
2023-12-09 08:30:01.199183689 +0000 UTC,TCA5645,KOSOVAK,71,9211157,271047045,35.82620333333333,29.005121666666664,TRALI,1,138,20,20,4,10,5
2023-12-09 08:30:08.403486114 +0000 UTC,XCAN5,ADMIRAL,31,9421582,345050010,34.67361833333334,33.066215,,1,8,30,6,4,0,5
2023-12-09 08:30:11.493313878 +0000 UTC,TBA3609,SEA STAR LINDOS,60,8911360,511100460,36.62298333333333,29.10506666666667,RH0DES,1,30,8,5,4,1.6,5
2023-12-09 08:30:12.465753356 +0000 UTC,5BFB3,EDT LEON,91,9575400,209343000,34.64510166666666,33.00902,LIMASSOL,0,18,32,5,5,2.4,5
2023-12-09 08:30:13.206632751 +0000 UTC,GDSA,NAVAL AUXILIARY A135,34,7822550,233303000,34.65244666666667,33.016785,,1,21,154,24,6,0,5
2023-12-09 08:30:14.280076452 +0000 UTC,PILOTB2,PILOT B 2,50,0,428009070,31.830766666666666,34.64164166666667,ASHDOD,1,12,4,2,3,2,5
2023-12-09 08:30:18.216464346 +0000 UTC,V7JU2,MILA,70,9316220,538002973,31.8266,34.64171666666667,IL ASH,1,162,28,20,12,12.9,5
2023-12-09 08:30:18.408250001 +0000 UTC,3E5051,BEOL,37,1010375,352002749,34.64582333333333,33.007615,LIMASSOL,1,29,31,6,4,3.5,5
2023-12-09 08:30:25.487936858 +0000 UTC,9HA5679,EXINITY,37,0,256081000,34.66538333333333,33.041758333333334,LIMASSOL MARINA,15,10,30,6,3,2.1,5
2023-12-09 08:30:25.523689927 +0000 UTC,5BKE4,OLVIA,80,9523469,212717000,31.84576666666667,34.61762,ASHDOD,15,73,27,15,3,6.6,5
2023-12-09 08:30:26.527564589 +0000 UTC,9HA4821,SEVANNA,37,0,248823000,34.665263333333336,33.041338333333336,LIMASSOL CYPRUS,1,26,16,2,6,2.5,5
2023-12-09 08:30:35.215244754 +0000 UTC,5LKX6,ATLAS STAR,89,9376828,636022888,31.847918333333332,34.581541666666666,ALEXANDRIA FOR ORDER,1,156,27,21,6,7.5,5
2023-12-09 08:30:36.433931032 +0000 UTC,P3ES7,EDT ARGONAUT,52,7810131,212230000,34.64503666666667,33.00991666666667,LIMASSOL,1,9,33,6,3,3.7,5
2023-12-09 08:30:57.202870257 +0000 UTC,P3CQ9,PETSAS I,0,0,209352000,34.664476666666665,33.029693333333334,,15,0,0,0,0,0,5
2023-12-09 08:31:06.656508367 +0000 UTC,D5TK5,CHEM LITHIUM,80,9815252,636019201,27.490166666666667,34.952999999999996,FOR ORDERS,1,130,17,12,12,7.9,5
2023-12-09 08:31:07.221806392 +0000 UTC,5BER6,P&O KALYPSO,52,9965239,209166000,34.65023833333333,33.02251666666667,LIMASSOL,1,11,11,5,6,5,5
2023-12-09 08:31:09.761361832 +0000 UTC,V7A4317,ENERGEAN STAR,70,9677935,538009102,34.67142666666667,33.07626666666667,LIMASSOL,1,14,74,9,10,5.3,5
2023-12-09 08:31:15.474060002 +0000 UTC,5BHA4,LEDRA PRIDE,52,8028503,210588000,34.64507166666667,33.01782166666667,CYLIM,1,10,32,3,7,5.5,5
2023-12-09 08:31:22.656975054 +0000 UTC,ZGQA5,VICTORIOUS,90,1009912,319222400,36.644855,29.109478333333335,FETHIYE,1,40,45,7,7,4.4,5
2023-12-09 08:31:27.195448177 +0000 UTC,A8YK4,IVORY RAY,80,9505986,636015074,23.898333333333333,37.42666666666666,FOR ORDERS,1,136,10,24,0,0,5
2023-12-09 08:31:29.585576297 +0000 UTC,J5AG2,SEA STAR TILOS,68,8921913,630001049,36.62263,29.10525833333333,CESME-FETHIYE,15,25,10,6,6,2.5,5
2023-12-09 08:31:41.021661747 +0000 UTC,5BWL3,EDT YAM,33,8120583,212212000,31.827546666666667,34.64454333333333,ASHDOD / IL,1,60,16,8,7,3.2,5
2023-12-09 08:31:48.599565108 +0000 UTC,PCPS,CONQUEST MB1,90,0,244810178,34.645133333333334,33.014266666666664,LIMASSOL,1,12,124,13,23,4.1,5
2023-12-09 08:31:52.401539499 +0000 UTC,A8XI6,AEGEAS,89,9315800,636014902,34.697,33.36065,GRAGT>CYVAS,1,150,32,10,17,7.8,5
2023-12-09 08:31:54.418715467 +0000 UTC,9HGO7,MV SEAVENUS,70,9205940,215209000,31.820453333333333,34.57339833333333,ASHDOD,15,163,27,18,14,11.7,5
2023-12-09 08:32:03.434140845 +0000 UTC,3FGK4,REGINA MED,70,8100777,353822000,31.829124999999998,34.64388666666667,ILASH,1,80,20,10,7,7,5
2023-12-09 08:32:06.913241879 +0000 UTC,4XFR,MAORA 1,52,9132583,428000112,32.4726,34.88375,HADERA PORT,1,11,22,8,3,4.3,5
2023-12-09 08:32:14.480038026 +0000 UTC,CQIZ3,MSC MASHA 3,71,9188219,255806109,34.647655,33.013308333333335,LIMASSOL,1,151,33,23,7,9.7,5
2023-12-09 08:32:17.417044672 +0000 UTC,5VIC8,SYMPHONY,70,7810222,671290100,31.821995,34.63661166666667,IL ASH,1,0,0,0,0,6.7,5
2023-12-09 08:32:17.681144619 +0000 UTC,P3ZM4,EAS,52,7403146,209005000,34.64499333333333,33.00892,CYPRUS.OFFSHORE,6,12,50,6,7,5,5
2023-12-09 08:32:25.975742026 +0000 UTC,V2YD4,IRIS,40,9103776,305384000,36.62236,29.105261666666667,RODOS,1,14,10,4,4,0,5
2023-12-09 08:32:37.844678683 +0000 UTC,CRXR,EDT AURORA,52,9577238,255979000,34.645176666666664,33.00915166666667,CY LMS,1,13,19,6,6,5,5
2023-12-09 08:32:40.659187359 +0000 UTC,LFXV,ISLAND VICTORY,52,9745615,257073920,34.646255,33.02184666666667,LIMASSOL,1,44,80,11,14,8.1,5
2023-12-09 08:32:41.172516051 +0000 UTC,3FUD,KAZIME ANA,79,8420359,371343000,31.822366666666667,34.63646666666667,ILASH,1,15,100,8,8,7.4,5
2023-12-09 08:32:47.59704304 +0000 UTC,DRAD,UN WARSHIP F222,35,0,211920000,34.649300000000004,33.0232,-,6,54,96,9,10,6.2,5
2023-12-09 08:32:58.220652051 +0000 UTC,,ASHDOD PORT,0,0,4282000,31.831223333333334,34.63999666666667,,1,191,45,22,10,0,5
2023-12-09 08:33:03.646572673 +0000 UTC,9LU2251,DEBBIE,70,9128415,667001448,31.828483333333335,34.641933333333334,IL ASH,0,90,17,7,9,7.8,5
2023-12-09 08:33:09.495335103 +0000 UTC,T8A3527,BENIGANE,70,9455600,511100389,31.826945000000002,34.64596166666667,IL/ASH,15,118,12,7,13,9,5
2023-12-09 08:33:13.547200543 +0000 UTC,V3OJ,HOLMA,33,7333327,312349000,34.64523,33.01007,HERZLIYA MARINA,1,29,11,3,6,3,5
2023-12-09 08:33:21.404045871 +0000 UTC,2FFX6,LERRIX,80,9599377,235090927,31.827285,34.64763333333334,ASHDOD,1,43,10,6,4,3,5
2023-12-09 08:33:29.434530873 +0000 UTC,P3WS9,ISLAND CHALLENGER,80,8711863,210595000,34.64747333333333,33.01321333333333,CY LIM,1,54,23,4,10,4.2,5
2023-12-09 08:33:36.267738841 +0000 UTC,ZDRC6,SEASTAR VENTURE,70,9612155,236723000,31.820896666666666,34.642516666666666,ILASH,1,149,28,20,8,5.8,5
2023-12-09 08:33:37.063865919 +0000 UTC,5LDK9,EDT ANDROMEDA,52,9260328,636021330,34.64505666666666,33.009859999999996,CY LMS,15,8,33,6,5,4.4,5
2023-12-09 08:34:00.358481115 +0000 UTC,4XDA9,HADERA,52,9891725,428000407,32.47270666666667,34.8832,HADERA PORT,1,8,23,8,8,4.8,5
2023-12-09 08:34:13.471378819 +0000 UTC,V7NL5,NOR NAOMI,92,9689251,538007432,34.64844666666667,33.0161,LIMASSOL,1,19,67,4,16,5.6,5
2023-12-09 08:34:22.565052776 +0000 UTC,3E2292,MEDKON CANAKKALE,79,9341964,352002364,31.822611666666667,34.642336666666665,ILASH,1,117,12,11,10,6.5,5
2023-12-09 08:34:55.704359847 +0000 UTC,4XFY,KESARIA,52,9667916,428045000,32.472725,34.882886666666664,HADERA PORT,1,10,22,3,9,4.2,5
2023-12-09 08:35:03.388221761 +0000 UTC,T8A3659,BAR DIVE 1,0,9258181,511100504,34.645365,33.010380000000005,LIMASSOL CYPRUS,1,9,13,5,2,2.5,5
2023-12-09 08:35:04.196642355 +0000 UTC,TJM4G3,CORAL C,70,8911413,613226010,31.825566666666667,34.644506666666665,IL ASH,15,0,0,0,0,4,5
2023-12-09 08:35:07.38981065 +0000 UTC,T2QR4,SOLARIS,0,9586203,572705210,34.67733,33.063271666666665,CYLMS,1,10,27,3,9,4,5
2023-12-09 08:35:09.502653066 +0000 UTC,5BRC4,P&O TROODOS,52,9338175,212872000,34.650835,33.02309833333333,LIMASOL,1,14,16,6,5,4,5
2023-12-09 08:35:12.221087621 +0000 UTC,ZGQN,SUN,90,9232694,319234300,34.64740666666667,33.02328333333333,LIMASSOL,1,24,74,4,14,4.2,5
2023-12-09 08:35:20.28691807 +0000 UTC,9LU2251,DEBBIE,70,9128415,667001448,31.82858333333333,34.64196666666667,IL ASH,1,90,17,7,9,7.8,5
2023-12-09 08:35:20.865703305 +0000 UTC,CRXN,EDT AUGUSTA,52,9448190,255977000,34.64531833333333,33.009721666666664,CYLMS,1,0,0,0,0,5,5
2023-12-09 08:35:31.4265064 +0000 UTC,9HA5678,LE VERSEAU,37,8356833,256060000,34.66545,33.04197833333333,LIMASSOL,15,20,20,5,5,2.6,5
2023-12-09 08:35:35.263732371 +0000 UTC,4XFW,DANCHOR VI,52,9530383,428068000,31.824245,34.645203333333335,ASHDOD PORT,15,16,16,6,6,5,5
2023-12-09 08:35:59.795578532 +0000 UTC,IBRV,SEMINOLE,90,7645550,247274900,34.66976666666667,33.05846666666667,CYLMS,1,28,107,15,15,4.5,5
2023-12-09 08:36:01.66266753 +0000 UTC,5BLV2,EDT ZENON,52,9315977,212541000,34.645401666666665,33.009703333333334,LIMASSOL,1,7,21,2,7,2.4,5
2023-12-09 08:36:10.407458279 +0000 UTC,XCAN5,ADMIRAL,31,9421582,345050010,34.673595,33.066215,,1,8,30,6,4,0,5
2023-12-09 08:36:12.240070212 +0000 UTC,5BFB3,EDT LEON,91,9575400,209343000,34.64510333333333,33.00902166666667,LIMASSOL,0,18,32,5,5,2.4,5
2023-12-09 08:36:13.635662754 +0000 UTC,PILOTB2,PILOT B 2,50,0,428009070,31.830766666666666,34.64164,ASHDOD,1,12,4,2,3,2,5
2023-12-09 08:36:16.332828195 +0000 UTC,TBA3609,SEA STAR LINDOS,60,8911360,511100460,36.623000000000005,29.105050000000002,RH0DES,1,30,8,5,4,1.6,5
2023-12-09 08:36:16.545728246 +0000 UTC,3E5051,BEOL,37,1010375,352002749,34.64579333333334,33.00761166666667,LIMASSOL,1,29,31,6,4,3.5,5
2023-12-09 08:36:16.627312952 +0000 UTC,V7JU2,MILA,70,9316220,538002973,31.826633333333334,34.64165,IL ASH,1,162,28,20,12,12.9,5
2023-12-09 08:36:23.646985549 +0000 UTC,5BKE4,OLVIA,80,9523469,212717000,31.845605,34.61775333333333,ASHDOD,15,73,27,15,3,6.6,5
2023-12-09 08:36:24.085599685 +0000 UTC,9LU2251,DEBBIE,70,9128415,667001448,31.82858333333333,34.64196666666667,IL ASH,0,90,17,7,9,7.8,5
2023-12-09 08:36:24.193803116 +0000 UTC,9HA5679,EXINITY,37,0,256081000,34.66538833333333,33.04174833333333,LIMASSOL MARINA,15,10,30,6,3,2.1,5
2023-12-09 08:36:25.390931925 +0000 UTC,9HA4821,SEVANNA,37,0,248823000,34.665256666666664,33.041335,LIMASSOL CYPRUS,1,26,16,2,6,2.5,5
2023-12-09 08:36:35.51373144 +0000 UTC,5LKX6,ATLAS STAR,89,9376828,636022888,31.84772,34.581853333333335,ALEXANDRIA FOR ORDER,1,156,27,21,6,7.5,5
2023-12-09 08:36:36.517785302 +0000 UTC,P3ES7,EDT ARGONAUT,52,7810131,212230000,34.645005,33.00988666666667,LIMASSOL,1,9,33,6,3,3.7,5
2023-12-09 08:36:54.437396301 +0000 UTC,5LFF6,KRITI CAPTAIN,80,9335147,636021691,34.68797,33.34728333333333,CY VAS FOR ORDER,1,150,34,12,15,10.2,5
2023-12-09 08:36:57.216052299 +0000 UTC,P3CQ9,PETSAS I,0,0,209352000,34.664476666666665,33.029693333333334,,15,0,0,0,0,0,5
2023-12-09 08:37:09.580977122 +0000 UTC,5BER6,P&O KALYPSO,52,9965239,209166000,34.65331166666667,33.020651666666666,LIMASSOL,1,11,11,5,6,5,5
2023-12-09 08:37:10.203286585 +0000 UTC,D5TK5,CHEM LITHIUM,80,9815252,636019201,27.490166666666667,34.952999999999996,FOR ORDERS,1,130,17,12,12,7.9,5
2023-12-09 08:37:11.409267644 +0000 UTC,V7A4317,ENERGEAN STAR,70,9677935,538009102,34.67119833333334,33.07639833333334,LIMASSOL,1,14,74,9,10,5.3,5
2023-12-09 08:37:15.48883216 +0000 UTC,5BHA4,LEDRA PRIDE,52,8028503,210588000,34.645065,33.017815,CYLIM,1,10,32,3,7,5.5,5
2023-12-09 08:37:22.448743652 +0000 UTC,ZGQA5,VICTORIOUS,90,1009912,319222400,36.64483333333333,29.109475,FETHIYE,1,40,45,7,7,4.4,5
2023-12-09 08:37:26.653058919 +0000 UTC,A8YK4,IVORY RAY,80,9505986,636015074,23.898333333333333,37.42666666666666,FOR ORDERS,1,136,10,24,0,0,5
2023-12-09 08:37:33.163111706 +0000 UTC,J5AG2,SEA STAR TILOS,68,8921913,630001049,36.622638333333335,29.105173333333333,CESME-FETHIYE,15,25,10,6,6,2.5,5
2023-12-09 08:37:41.413953526 +0000 UTC,5BWL3,EDT YAM,33,8120583,212212000,31.827545,34.64456833333334,ASHDOD / IL,1,60,16,8,7,3.2,5
2023-12-09 08:37:48.211717319 +0000 UTC,PCPS,CONQUEST MB1,90,0,244810178,34.644999999999996,33.01416666666667,LIMASSOL,1,12,124,13,23,4.1,5
2023-12-09 08:37:53.757334689 +0000 UTC,9HGO7,MV SEAVENUS,70,9205940,215209000,31.82055,34.573393333333335,ASHDOD,15,163,27,18,14,11.7,5
2023-12-09 08:38:02.734984891 +0000 UTC,3FGK4,REGINA MED,70,8100777,353822000,31.82909833333333,34.64390166666667,ILASH,1,80,20,10,7,7,5
2023-12-09 08:38:07.092824543 +0000 UTC,9LU2251,DEBBIE,70,9128415,667001448,31.828566666666667,34.64185,IL ASH,0,90,17,7,9,7.8,5
2023-12-09 08:38:07.246580541 +0000 UTC,4XFR,MAORA 1,52,9132583,428000112,32.4726,34.88375,HADERA PORT,1,11,22,8,3,4.3,5
